Full Name,Email,Age,Zip,Phone,Gender,City,State,Password,Street,Major,Courses 1,Course 1 Name,Course 1 Details,Course 1 Section,Course 1 Section Limit,Course 1 HW_No,Course 1 HW_Details,Course 1 HW_Grade,Course 1 EXAM_No,Course 1 Exam_Details,Course 1 EXAM_Grade,Courses 2,Course 2 Name,Course 2 Details,Course 2 Section,Course 2 Section Limit,Course 2 HW_No,Course 2 HW_Details,Course 2 HW_Grade,Course 2 EXAM_No,Course 2 Exam_Details,Course 2 EXAM_Grade,Courses 3,Course 3 Name,Course 3 Details,Course 3 Section,Course 3 Section Limit,Course 3 HW_No,Course 3 HW_Details,Course 3 HW_Grade,Course 3 EXAM_No,Course 3 Exam_Details,Course 3 EXAM_Grade,Teaching Team ID
Eula Lockman,el2162@nittany.edu,22,80525,8933394712,M,Fort Collins,Colorado,meze5wgr,182 Spring Street ,CHEM,CMPSC475,Applications Programming,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,75.0,1.0,Closed book exam for 100 marks,81.0,PHYS214,General Physics: Wave Motion and Quantum Physics,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,74.0,1.0,Closed book exam for 100 marks,63.0,PHYS212,Solid State Physics,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,81.0,1.0,Closed book exam for 100 marks,68.0,
Dr. Zachary Corwin,dz1220@nittany.edu,20,92021,9418203245,M,El Cajon,California,0q4zrpw7,91 S. Gartner Street ,DS,EE210,Continuous Time Linear Systems,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,73.0,1.0,Closed book exam for 100 marks,60.0,STAT319,Applied Statistics in Science,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,83.0,1.0,Closed book exam for 100 marks,79.0,MATH140,Calculus with Analytic Geometry,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,65.0,1.0,Closed book exam for 100 marks,73.0,
Earline Mitchell,em9606@nittany.edu,22,50538,4004642397,M,Farnhamville,Iowa,zigib19y,780 East Redwood Drive ,STAT,CMPSC448,Machine Learning and Algorithmic AI,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,92.0,1.0,Closed book exam for 100 marks,63.0,CSE583,Pattern Recognition,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,83.0,1.0,Closed book exam for 100 marks,68.0,MATH140,Calculus with Analytic Geometry,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,94.0,1.0,Closed book exam for 100 marks,92.0,
Dr. Devante Ritchie,dd7048@nittany.edu,21,61479,8337051465,F,Speer,Illinois,919nl0rg,182 Spring Street ,EE,CMPSC465,Data structures and algorithms,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,91.0,1.0,Closed book exam for 100 marks,95.0,EE211,Circuit Theory,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,78.0,1.0,Closed book exam for 100 marks,85.0,CMPSC475,Applications Programming,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,73.0,1.0,Closed book exam for 100 marks,65.0,
Harvey Becker,hb4427@nittany.edu,18,67843,7619496573,F,Fort Dodge,Kansas,szlotcme,120 Heritage Lane ,CMPSC,CMPSC465,Data structures and algorithms,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,89.0,1.0,Closed book exam for 100 marks,94.0,CSE583,Pattern Recognition,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,98.0,1.0,Closed book exam for 100 marks,87.0,CMPEN351,Microprocessors,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,88.0,1.0,Closed book exam for 100 marks,98.0,
Desiree Ullrich,du5385@nittany.edu,19,62243,9498551789,F,Freeburg,Illinois,958ncrhf,495 Jockey Hollow Ave. ,DS,EE330,Energy Systems,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,100.0,1.0,Closed book exam for 100 marks,91.0,CMPSC448,Machine Learning and Algorithmic AI,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,70.0,1.0,Closed book exam for 100 marks,78.0,CMPSC461,Programming Language Concepts,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,61.0,1.0,Closed book exam for 100 marks,74.0,
Delilah Osinski,do7088@nittany.edu,19,51058,5281811092,M,Sutherland,Iowa,vtsv9lap,7130 Longfellow Dr. ,PHYS,CMPSC431W,DBMS,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,76.0,1.0,Closed book exam for 100 marks,98.0,CMPEN362,Communication Networks,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,87.0,1.0,Closed book exam for 100 marks,89.0,CMPSC475,Applications Programming,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,82.0,1.0,Closed book exam for 100 marks,67.0,
Hilbert Hagenes,hh4615@nittany.edu,22,61465,4188689035,M,New Windsor,Illinois,1jrl9g2g,251 West Sheffield Drive ,CHEM,MATH231,Vector Calculus,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,96.0,1.0,Closed book exam for 100 marks,96.0,CSE583,Pattern Recognition,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,72.0,1.0,Closed book exam for 100 marks,93.0,PHYS213,General Physics: Electricity and Magnetism,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,77.0,1.0,Closed book exam for 100 marks,77.0,
Gerardo Lindgren,gl1181@nittany.edu,19,72342,1792740203,F,Helena,Arkansas,36w1lq62,182 Spring Street ,CSE,PHYS212,Solid State Physics,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,71.0,1.0,Closed book exam for 100 marks,83.0,MATH141,Matrices,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,75.0,1.0,Closed book exam for 100 marks,91.0,CMPEN454,Fundamentals of Computer Vision,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,73.0,,,,
Dr. Sydnie Jacobi,ds7549@nittany.edu,21,60462,4139326836,M,Orland Park,Illinois,4f0t44o5,78 South Brewery Ave. ,DS,PHYS214,General Physics: Wave Motion and Quantum Physics,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,99.0,1.0,Closed book exam for 100 marks,95.0,CHEM112,Chemical Principles,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,61.0,1.0,Closed book exam for 100 marks,63.0,CMPSC132,Programming and Computation II,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,96.0,1.0,Closed book exam for 100 marks,72.0,
Erik Jakubowski,ej6093@nittany.edu,21,62817,8647080018,F,Broughton,Illinois,6c9w263u,9420 Tallwood Street ,CHEM,CMPSC131,Programming and Computation,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,99.0,1.0,Closed book exam for 100 marks,91.0,MATH141,Matrices,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,63.0,1.0,Closed book exam for 100 marks,99.0,IST558,Data Mining 2,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,74.0,,,,
Dr. Tomasa Kerluke,dt1755@nittany.edu,21,80011,7329101207,M,Aurora,Colorado,2cqalv1d,4 Old Academy Drive ,CMPEN,CMPSC221,OOP with Web Design,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,84.0,1.0,Closed book exam for 100 marks,71.0,CSE543,Computer Security,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,88.0,1.0,Closed book exam for 100 marks,62.0,CMPSC461,Programming Language Concepts,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,73.0,1.0,Closed book exam for 100 marks,100.0,
Garrison Haag,gh1031@nittany.edu,18,60002,7573287335,F,Antioch,Illinois,64mrwty5,358 Marvon Ave. ,IST,MATH140,Calculus with Analytic Geometry,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,92.0,1.0,Closed book exam for 100 marks,94.0,CMPSC311,Introduction to Systems Programming,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,86.0,1.0,Closed book exam for 100 marks,64.0,CMPSC461,Programming Language Concepts,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,88.0,1.0,Closed book exam for 100 marks,68.0,
Daphnee Greenfelder,dg9379@nittany.edu,21,60563,1233588100,M,Naperville,Illinois,1ty7j48p,185 E. Trenton Street ,CMPEN,EE340,Design in Communications,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,80.0,,,,EE210,Continuous Time Linear Systems,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,91.0,1.0,Closed book exam for 100 marks,93.0,CMPSC360,Discrete Mathematics for CMPSC,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,74.0,1.0,Closed book exam for 100 marks,78.0,
Hiram Quitzon III,hq7130@nittany.edu,21,32801,4903500860,F,Orlando,Florida,ea1bz0su,708 York Dr. ,PHYS,PHYS214,General Physics: Wave Motion and Quantum Physics,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,82.0,1.0,Closed book exam for 100 marks,97.0,CMPEN431,Introduction to Computer Architecture,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,88.0,1.0,Closed book exam for 100 marks,94.0,ECON201,Intermediate Microeconomic Analysis,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,89.0,1.0,Closed book exam for 100 marks,82.0,
Dr. Lizeth Brakus,dl8726@nittany.edu,18,72007,3508624415,F,Austin,Arkansas,luzms3yv,8131 Elizabeth Ave. ,CMPEN,EE320,Network Security and Cryptography,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,70.0,1.0,Closed book exam for 100 marks,98.0,IST128,Introduction to Python,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,96.0,1.0,Closed book exam for 100 marks,60.0,CSE543,Computer Security,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,89.0,1.0,Closed book exam for 100 marks,95.0,
Faye Keeling DDS,fk3783@nittany.edu,18,33182,2078064156,F,Miami,Florida,ndollp4n,63 Lake Forest Road ,CHEM,EE352,Design of Digital Circuits and Systems,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,60.0,1.0,Closed book exam for 100 marks,65.0,CMPEN270,Embedded Systems Design,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,91.0,1.0,Closed book exam for 100 marks,96.0,EE320,Network Security and Cryptography,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,74.0,1.0,Closed book exam for 100 marks,71.0,
Hattie Schmeler,hs3254@nittany.edu,19,86503,2021711669,M,Chinle,Arizona,oolicjki,9408 Anderson Court ,MATH,MATH230,Ordinary and Partial Differential Equations,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,63.0,1.0,Closed book exam for 100 marks,78.0,CMPSC461,Programming Language Concepts,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,90.0,1.0,Closed book exam for 100 marks,88.0,STAT318,Elementary Probability,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,61.0,1.0,Closed book exam for 100 marks,84.0,
Esther Gaylord,eg9777@nittany.edu,18,60471,6784967899,F,Richton Park,Illinois,nxaztmsb,780 East Redwood Drive ,MATH,ECON201,Intermediate Microeconomic Analysis,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,60.0,1.0,Closed book exam for 100 marks,82.0,CSE543,Computer Security,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,62.0,1.0,Closed book exam for 100 marks,97.0,STAT319,Applied Statistics in Science,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,68.0,1.0,Closed book exam for 100 marks,66.0,
Elisa Hahn,eh8403@nittany.edu,18,62867,3579290143,M,New Haven,Illinois,6fbe4n5f,708 York Dr. ,EE,CMPEN270,Embedded Systems Design,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,68.0,1.0,Closed book exam for 100 marks,75.0,IST558,Data Mining 2,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,81.0,,,,CMPSC221,OOP with Web Design,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,75.0,1.0,Closed book exam for 100 marks,68.0,
Domenic Grant,dg1041@nittany.edu,21,30143,1876898305,F,Jasper,Georgia,2hraep3u,655 East Branch Dr. ,EE,EE311,Devices and Circuits I,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,72.0,1.0,Closed book exam for 100 marks,91.0,EE210,Continuous Time Linear Systems,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,82.0,1.0,Closed book exam for 100 marks,67.0,CHEM112,Chemical Principles,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,81.0,1.0,Closed book exam for 100 marks,75.0,
Eliezer Wilkinson,ew3399@nittany.edu,19,94597,7855436910,F,Walnut Creek,California,j8dbqrn2,639 Princeton Rd. ,PHYS,EE320,Network Security and Cryptography,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,74.0,1.0,Closed book exam for 100 marks,92.0,EE210,Continuous Time Linear Systems,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,84.0,1.0,Closed book exam for 100 marks,71.0,MATH230,Ordinary and Partial Differential Equations,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,77.0,1.0,Closed book exam for 100 marks,82.0,
Domenica Ratke,dr5383@nittany.edu,22,46032,1067392707,F,Carmel,Indiana,33gcwtga,185 E. Trenton Street ,STAT,MATH140,Calculus with Analytic Geometry,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,100.0,1.0,Closed book exam for 100 marks,62.0,EE211,Circuit Theory,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,84.0,1.0,Closed book exam for 100 marks,63.0,CMPEN441,Operating Systems,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,70.0,1.0,Closed book exam for 100 marks,75.0,
Ilene Bashirian DVM,ib8603@nittany.edu,19,6785,2373401867,M,South Kent,Connecticut,rwnkxe3q,63 Lake Forest Road ,CSE,CMPSC461,Programming Language Concepts,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,66.0,1.0,Closed book exam for 100 marks,84.0,DS120,Python for data science,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,91.0,1.0,Closed book exam for 100 marks,94.0,CMPEN411,VLSI Digital Circuits,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,77.0,1.0,Closed book exam for 100 marks,92.0,
Estefania Feest,ef2211@nittany.edu,19,72476,8326378039,F,Walnut Ridge,Arkansas,pcvwpys8,8131 Elizabeth Ave. ,EE,STAT414,Introduction to Probability Theory,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,74.0,,,,EE320,Network Security and Cryptography,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,76.0,1.0,Closed book exam for 100 marks,72.0,CMPEN351,Microprocessors,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,87.0,1.0,Closed book exam for 100 marks,70.0,
Hillary Satterfield,hs6780@nittany.edu,20,51440,9102721671,F,Dedham,Iowa,k47muh9j,266 Second Street ,CHEM,CMPEN431,Introduction to Computer Architecture,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,67.0,1.0,Closed book exam for 100 marks,97.0,CMPSC448,Machine Learning and Algorithmic AI,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,99.0,1.0,Closed book exam for 100 marks,70.0,CSE583,Pattern Recognition,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,100.0,1.0,Closed book exam for 100 marks,85.0,
Dr. Henri Swift,dh7046@nittany.edu,20,32140,3212036007,M,Florahome,Florida,8ir9plfy,655 East Branch Dr. ,CMPSC,STAT318,Elementary Probability,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,85.0,1.0,Closed book exam for 100 marks,73.0,CMPSC465,Data structures and algorithms,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,75.0,1.0,Closed book exam for 100 marks,94.0,CMPSC431W,DBMS,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,62.0,1.0,Closed book exam for 100 marks,84.0,12.0
Gwendolyn Luettgen,gl5818@nittany.edu,18,67749,2524956447,F,Oberlin,Kansas,p60j3gfp,7764 Union Avenue ,CHEM,DS220,Data Modelling,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,74.0,1.0,Closed book exam for 100 marks,71.0,MATH140,Calculus with Analytic Geometry,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,75.0,1.0,Closed book exam for 100 marks,66.0,EE210,Continuous Time Linear Systems,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,65.0,1.0,Closed book exam for 100 marks,85.0,
Gudrun Rowe,gr4392@nittany.edu,19,52314,2556843699,F,Mount Vernon,Iowa,9elp97f2,308 Mammoth Dr. ,PHYS,PHYS211,Thermal Physics,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,83.0,1.0,Closed book exam for 100 marks,90.0,CMPEN441,Operating Systems,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,61.0,1.0,Closed book exam for 100 marks,62.0,EE330,Energy Systems,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,78.0,1.0,Closed book exam for 100 marks,76.0,
Harmony McLaughlin DDS,hm9327@nittany.edu,19,34769,1334977907,F,Saint Cloud,Florida,ivj4t8l7,361 E. Sierra Street ,CSE,PHYS214,General Physics: Wave Motion and Quantum Physics,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,73.0,1.0,Closed book exam for 100 marks,100.0,EE330,Energy Systems,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,71.0,1.0,Closed book exam for 100 marks,64.0,CMPEN431,Introduction to Computer Architecture,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,89.0,1.0,Closed book exam for 100 marks,88.0,
Emmet Rath,er5239@nittany.edu,18,92210,2376100241,M,Indian Wells,California,lt2o6bz7,608 North Addison St. ,STAT,CMPSC311,Introduction to Systems Programming,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,72.0,1.0,Closed book exam for 100 marks,60.0,CMPEN362,Communication Networks,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,96.0,1.0,Closed book exam for 100 marks,77.0,EE211,Circuit Theory,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,89.0,1.0,Closed book exam for 100 marks,62.0,
Ernestine Krajcik,ek3642@nittany.edu,21,80031,8791374936,M,Westminster,Colorado,xq9c6pak,963 Court Road ,ECON,CMPEN441,Operating Systems,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,67.0,1.0,Closed book exam for 100 marks,66.0,EE210,Continuous Time Linear Systems,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,73.0,1.0,Closed book exam for 100 marks,73.0,ECON102,Introductory Microeconomic Analysis and Policy,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,61.0,1.0,Closed book exam for 100 marks,70.0,
Geovanni Romaguera Jr.,gr4591@nittany.edu,19,62982,3605477070,M,Rosiclare,Illinois,chgtsi7m,285 Dogwood Drive ,CHEM,CMPSC360,Discrete Mathematics for CMPSC,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,62.0,1.0,Closed book exam for 100 marks,76.0,EE311,Devices and Circuits I,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,83.0,1.0,Closed book exam for 100 marks,90.0,EE211,Circuit Theory,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,92.0,1.0,Closed book exam for 100 marks,61.0,
Franco Windler,fw2120@nittany.edu,20,20009,7228338851,F,Washington,District of Columbia,uu0g93w1,8131 Elizabeth Ave. ,ECON,CMPEN454,Fundamentals of Computer Vision,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,92.0,,,,CMPSC360,Discrete Mathematics for CMPSC,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,71.0,1.0,Closed book exam for 100 marks,83.0,EE212,Introduction to Signal Conditioning ,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,92.0,1.0,Closed book exam for 100 marks,94.0,
Filiberto Cole,fc5125@nittany.edu,20,46808,7188192094,M,Fort Wayne,Indiana,x2a4uyte,4 Old Academy Drive ,CHEM,CMPEN454,Fundamentals of Computer Vision,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,81.0,,,,ECON101,Principles of Economics,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,89.0,1.0,Closed book exam for 100 marks,75.0,DS120,Python for data science,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,87.0,1.0,Closed book exam for 100 marks,73.0,
Heaven Howell,hh1524@nittany.edu,20,62324,1051879878,M,Clayton,Illinois,i3vn6szs,55 Hall St. ,CHEM,DS220,Data Modelling,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,98.0,1.0,Closed book exam for 100 marks,85.0,CMPEN270,Embedded Systems Design,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,75.0,1.0,Closed book exam for 100 marks,100.0,CMPEN431,Introduction to Computer Architecture,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,63.0,1.0,Closed book exam for 100 marks,90.0,
Devan Gleichner,dg7321@nittany.edu,22,47436,3075621077,F,Heltonville,Indiana,bevy1uqk,182 Spring Street ,DS,STAT415,Introduction to Mathematical Statistics,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,97.0,1.0,Closed book exam for 100 marks,74.0,CMPEN431,Introduction to Computer Architecture,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,70.0,1.0,Closed book exam for 100 marks,86.0,CMPSC431W,DBMS,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,99.0,1.0,Closed book exam for 100 marks,79.0,
Deondre Prohaska,dp4783@nittany.edu,18,72838,2707199904,F,Gravelly,Arkansas,kwxx5jy0,453 North Elm Dr. ,STAT,ECON102,Introductory Microeconomic Analysis and Policy,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,95.0,1.0,Closed book exam for 100 marks,75.0,CMPEN351,Microprocessors,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,71.0,1.0,Closed book exam for 100 marks,62.0,CHEM110,Environmental Chemistry,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,97.0,1.0,Closed book exam for 100 marks,79.0,
